VendorID,VendorName,Category,ItemMaterial,UnitPrice,PriceScore,QualityScore,DeliveryScore,ComplaintCount,ReliabilityScore,OnTimeDeliveryRate,ContractValue,VendorScore,RiskLevel
V0497,TechGlobal Solutions,Mechanical Parts,Replacement Parts,76450,81,88,91,8,79,87,4971326,82.25,Low
V0498,Lanka Industrial Suppliers,Mechanical Parts,Industrial Components,121200,71,57,77,1,63,99,807355,69.5,Medium
V0499,Digital Edge Suppliers,Raw Materials,Packaging Materials,4750,90,50,45,1,59,49,2215237,65.3,Medium
V0500,ABC Raw Materials,Office Supplies,Files and Folders,650,93,48,97,16,51,100,959358,66.85,Medium
V0501,Alpha IT Systems,Office Supplies,Ink Cartridges,30000,85,71,73,19,87,77,858064,71.5,Medium
V0502,SmartTech Distributors,Mechanical Parts,Bearings,34950,47,71,96,3,45,93,2048356,66.2,Medium
V0503,TechGlobal Solutions,Logistics Services,Cargo Handling,23850,68,96,54,17,66,72,1338936,66.5,Medium
V0504,Elite Office Solutions,Mechanical Parts,Machine Components,51500,84,67,72,12,61,68,1965305,68.35,Medium
V0505,ABC Raw Materials,Logistics Services,Transport Services,43450,92,50,94,7,94,82,1801534,79.6,Medium
V0506,Lanka Industrial Suppliers,Electrical Items,Electrical Cables,3600,95,51,46,5,61,64,3449730,65.4,Medium
V0507,Alpha IT Systems,Logistics Services,Freight Transportation,128000,99,85,79,19,92,49,773055,80.7,Low
V0508,Elite Office Solutions,Mechanical Parts,Gears,27300,93,75,40,10,84,93,232673,71.8,Medium
V0509,TechGlobal Solutions,IT Equipment,Network Equipment,76200,97,65,68,9,96,95,1502443,78.8,Medium
V0510,Elite Office Solutions,IT Equipment,Printers,102650,93,71,41,19,87,55,859585,67.1,Medium
V0511,FutureNet Technologies,Furniture,Storage Cabinets,52600,96,83,62,19,84,88,2304104,74.45,Medium
V0512,SmartTech Distributors,Electrical Items,Switches and Sockets,3850,89,69,99,19,59,100,3872616,71.6,Medium
V0513,FutureNet Technologies,Logistics Services,Local Delivery,44150,50,74,91,19,55,64,4297776,60.7,Medium
V0514,TechGlobal Solutions,Office Supplies,Office Consumables,8000,61,92,52,15,93,90,2207818,69.75,Medium
V0515,SmartTech Distributors,Safety Equipment,Fire Extinguishers,21150,96,64,46,1,60,88,1401282,70.7,Medium
V0516,Lanka Industrial Suppliers,IT Equipment,Computer Accessories,28250,44,60,51,2,68,64,175936,58.8,High
V0517,ABC Raw Materials,Raw Materials,Industrial Raw Materials,52950,47,46,41,15,51,69,748054,44.15,High
V0518,OfficeMart Lanka,Electrical Items,Circuit Breakers,4550,59,43,65,10,61,84,4336722,55.7,High
V0519,ABC Raw Materials,Office Supplies,Printer Paper,5200,84,45,97,5,53,49,4198988,69.75,Medium
V0520,Lanka Industrial Suppliers,Furniture,Meeting Tables,114950,77,51,76,19,53,66,3232587,58.3,High
V0521,Prime Stationery Traders,Safety Equipment,Protective Clothing,12800,89,68,100,7,78,89,4656512,81.35,Low
V0522,ABC Raw Materials,Safety Equipment,Safety Helmets,1950,79,78,75,3,55,57,510826,73.75,Medium
V0523,TechGlobal Solutions,Raw Materials,Plastic Materials,2050,88,97,92,11,62,98,4095906,81.55,Low
V0524,SmartTech Distributors,Electrical Items,Electrical Components,10650,58,50,50,2,76,51,2464817,61.2,Medium
V0525,Elite Office Solutions,Raw Materials,Metal Materials,40200,55,84,63,1,49,55,785285,66.65,Medium
V0526,Elite Office Solutions,Office Supplies,Stationery,3150,81,64,75,13,74,88,1794941,69.55,Medium
V0527,Digital Edge Suppliers,Logistics Services,Warehouse Services,40150,80,59,93,18,79,92,2367867,70.15,Medium
V0528,FutureNet Technologies,Furniture,Office Furniture,33950,42,94,64,18,53,45,4019701,58.4,High
V0529,SmartTech Distributors,Logistics Services,Cargo Handling,86600,67,58,57,8,76,71,3783135,63.85,Medium
V0530,Elite Office Solutions,Office Supplies,Files and Folders,1950,59,88,92,4,54,78,4637002,73.95,Medium
V0531,Alpha IT Systems,Logistics Services,Transport Services,140550,96,72,68,1,86,76,2972085,82.3,Low
V0532,Elite Office Solutions,Furniture,Office Desks,32050,74,48,90,15,63,91,4264914,63.6,Medium
V0533,TechGlobal Solutions,Raw Materials,Production Materials,13600,84,57,58,20,76,88,1287956,62.05,Medium
V0534,Elite Office Solutions,Office Supplies,Ink Cartridges,13600,64,89,74,5,62,51,2712536,72.95,Medium
V0535,Elite Office Solutions,Furniture,Office Chairs,30300,90,77,45,18,61,79,1973995,63.95,Medium
V0536,Alpha IT Systems,Furniture,Storage Cabinets,43250,85,58,88,19,89,62,906715,71.65,Medium
V0537,Elite Office Solutions,Raw Materials,Packaging Materials,4550,64,42,63,7,42,87,3339426,54.0,High
V0538,Digital Edge Suppliers,Electrical Items,LED Lighting,10400,77,52,54,2,69,79,444775,65.85,Medium
V0539,Elite Office Solutions,Safety Equipment,Protective Gloves,4350,100,76,88,0,42,89,2489289,80.0,Low
V0540,Alpha IT Systems,Furniture,Meeting Tables,140600,85,81,91,13,57,85,4208671,74.6,Medium
V0541,Prime Stationery Traders,Electrical Items,Electrical Cables,2400,82,59,82,17,64,85,4779405,65.95,Medium
V0542,Alpha IT Systems,Electrical Items,Switches and Sockets,3750,77,97,76,8,65,62,4769090,77.7,Medium
V0543,ABC Raw Materials,Safety Equipment,Safety Shoes,5850,70,92,79,14,91,81,1602379,77.5,Medium
V0544,Alpha IT Systems,Logistics Services,Freight Transportation,203100,42,49,68,6,97,49,3813958,62.75,Medium
V0545,Lanka Industrial Suppliers,Raw Materials,Industrial Raw Materials,89050,42,87,99,17,43,50,880280,62.15,Medium
V0546,SmartTech Distributors,Office Supplies,Office Consumables,7750,85,50,96,17,78,61,2356810,70.05,Medium
V0547,FutureNet Technologies,Raw Materials,Plastic Materials,750,71,43,65,20,56,78,185394,52.7,High
V0548,Alpha IT Systems,Logistics Services,Local Delivery,24100,48,54,64,7,100,88,3425415,64.8,Medium
V0549,FutureNet Technologies,Electrical Items,Circuit Breakers,14150,61,80,45,15,98,97,978495,66.35,Medium
V0550,SmartTech Distributors,IT Equipment,Laptop Computers,220600,49,59,70,15,97,87,866212,62.9,Medium
V0551,Digital Edge Suppliers,Raw Materials,Metal Materials,3250,42,86,54,12,73,60,2090148,61.4,Medium
V0552,Lanka Industrial Suppliers,Mechanical Parts,Replacement Parts,105250,76,99,40,6,56,60,3202375,69.95,Medium
V0553,FutureNet Technologies,Safety Equipment,Fire Extinguishers,29950,46,76,87,7,46,66,3590712,63.6,Medium
V0554,SmartTech Distributors,IT Equipment,Desktop Computers,129200,86,56,93,18,72,84,2345676,69.5,Medium
V0555,Digital Edge Suppliers,IT Equipment,Network Equipment,140000,49,80,97,0,43,56,3255352,70.25,Medium
V0556,Lanka Industrial Suppliers,IT Equipment,Printers,136600,63,57,69,5,83,45,4199111,67.9,Medium
V0557,TechGlobal Solutions,Raw Materials,Production Materials,68800,56,85,91,11,65,58,4955706,70.95,Medium
V0558,ABC Raw Materials,Safety Equipment,Protective Clothing,6750,78,60,100,8,77,68,3604618,75.9,Medium
V0559,OfficeMart Lanka,Raw Materials,Packaging Materials,4050,45,94,77,20,73,81,3631423,64.75,Medium
V0560,SmartTech Distributors,Mechanical Parts,Industrial Components,80350,57,69,48,14,85,45,4038848,61.1,Medium
V0561,TechGlobal Solutions,Office Supplies,Printer Paper,3550,85,54,85,10,90,63,3249924,74.75,Medium
V0562,TechGlobal Solutions,Logistics Services,Warehouse Services,12950,70,73,94,7,62,88,4283298,73.45,Medium
V0563,Lanka Industrial Suppliers,Mechanical Parts,Bearings,17300,91,65,56,2,71,58,2636552,73.4,Medium
V0564,FutureNet Technologies,Safety Equipment,Safety Helmets,5500,59,98,46,4,43,66,4767229,65.05,Medium
V0565,FutureNet Technologies,IT Equipment,Computer Accessories,26400,83,58,58,10,47,65,442596,61.25,Medium
V0566,Elite Office Solutions,IT Equipment,Laptop Computers,145400,65,49,47,7,48,93,1913302,54.0,High
V0567,SmartTech Distributors,Mechanical Parts,Machine Components,25300,42,49,51,2,46,47,3986267,51.15,High
V0568,ABC Raw Materials,Logistics Services,Cargo Handling,45950,94,93,61,5,53,47,2607677,77.05,Medium
V0569,TechGlobal Solutions,Raw Materials,Industrial Raw Materials,74450,86,75,89,13,61,49,4207476,73.75,Medium
V0570,TechGlobal Solutions,Furniture,Office Furniture,38150,44,92,65,13,85,69,3381228,67.5,Medium
V0571,Lanka Industrial Suppliers,Office Supplies,Stationery,2500,85,82,77,14,43,57,4101472,68.75,Medium
V0572,SmartTech Distributors,Safety Equipment,Protective Gloves,450,54,71,67,5,88,51,4754893,69.75,Medium
V0573,TechGlobal Solutions,Furniture,Office Desks,44300,74,45,41,17,100,46,3976609,59.45,High
V0574,Elite Office Solutions,Raw Materials,Plastic Materials,8400,77,44,83,18,51,48,768348,58.05,High
V0575,ABC Raw Materials,Logistics Services,Transport Services,101650,55,85,79,20,74,42,4898364,65.6,Medium
V0576,Elite Office Solutions,Furniture,Office Chairs,69700,58,79,85,18,92,88,2901455,70.65,Medium
V0577,OfficeMart Lanka,Raw Materials,Metal Materials,61500,72,96,72,7,92,41,1212245,81.3,Low
V0578,SmartTech Distributors,Raw Materials,Production Materials,50850,78,71,43,15,64,89,1314367,61.15,Medium
V0579,TechGlobal Solutions,Office Supplies,Files and Folders,1100,44,89,72,17,77,74,1271476,64.55,Medium
V0580,SmartTech Distributors,IT Equipment,Desktop Computers,143700,79,93,86,16,95,44,182470,81.2,Low
V0581,ABC Raw Materials,Electrical Items,Electrical Components,24750,90,99,60,12,60,51,1517462,75.25,Medium
V0582,Lanka Industrial Suppliers,Raw Materials,Packaging Materials,1900,69,75,41,8,84,45,3080018,67.0,Medium
V0583,OfficeMart Lanka,Electrical Items,LED Lighting,17450,76,50,99,6,90,88,3438594,76.3,Medium
V0584,TechGlobal Solutions,Logistics Services,Freight Transportation,167850,43,78,45,11,80,41,4313303,59.75,High
V0585,Lanka Industrial Suppliers,Furniture,Storage Cabinets,88350,70,82,43,3,90,45,285278,73.1,Medium
V0586,FutureNet Technologies,Furniture,Meeting Tables,78250,95,82,90,15,98,85,1479372,84.35,Low
V0587,Lanka Industrial Suppliers,IT Equipment,Network Equipment,56950,77,73,43,9,98,44,4338936,71.2,Medium
V0588,Digital Edge Suppliers,Safety Equipment,Safety Shoes,13000,95,68,42,5,56,92,2781074,67.85,Medium
V0589,Lanka Industrial Suppliers,Raw Materials,Industrial Raw Materials,47900,73,81,77,2,65,87,3092356,75.9,Medium
V0590,FutureNet Technologies,Furniture,Office Furniture,147700,80,68,100,12,63,64,1832163,73.6,Medium
V0591,Digital Edge Suppliers,IT Equipment,Printers,161700,89,65,95,17,40,98,3137575,67.0,Medium
V0592,TechGlobal Solutions,IT Equipment,Computer Accessories,12300,100,52,49,4,78,70,2843605,71.4,Medium
V0593,ABC Raw Materials,Electrical Items,Electrical Cables,300,48,51,55,11,90,80,1422265,58.25,High
V0594,ABC Raw Materials,IT Equipment,Laptop Computers,181000,46,54,84,15,44,87,2912325,53.1,High
V0595,Elite Office Solutions,Mechanical Parts,Gears,66100,84,58,96,18,64,74,4776423,68.5,Medium
V0596,Digital Edge Suppliers,Electrical Items,Switches and Sockets,1800,85,56,52,0,49,40,1331007,65.45,Medium
V0597,Digital Edge Suppliers,Mechanical Parts,Replacement Parts,99450,71,56,65,15,46,82,4662561,56.45,High
V0598,SmartTech Distributors,Mechanical Parts,Industrial Components,18900,67,97,59,15,63,71,2010318,67.9,Medium
V0599,Alpha IT Systems,Office Supplies,Ink Cartridges,12900,40,99,100,3,80,86,4674050,79.25,Medium
V0600,OfficeMart Lanka,Electrical Items,Circuit Breakers,11250,52,75,74,4,90,75,2462359,72.55,Medium
V0601,Digital Edge Suppliers,Office Supplies,Office Consumables,2850,65,66,78,15,94,67,1767651,69.65,Medium
V0602,Digital Edge Suppliers,Furniture,Office Desks,118750,100,69,63,18,46,40,3277865,65.05,Medium
V0603,Alpha IT Systems,Mechanical Parts,Bearings,7250,61,61,77,3,82,70,4924740,70.8,Medium
V0604,OfficeMart Lanka,Safety Equipment,Fire Extinguishers,33050,49,79,65,2,54,71,785265,64.8,Medium
V0605,Prime Stationery Traders,Furniture,Office Chairs,27200,59,89,99,0,91,89,958024,85.0,Low
V0606,Alpha IT Systems,Mechanical Parts,Machine Components,59850,44,70,57,11,76,98,2450899,59.6,High
V0607,ABC Raw Materials,Mechanical Parts,Gears,73200,81,76,51,7,47,60,97125,65.35,Medium
V0608,OfficeMart Lanka,Mechanical Parts,Replacement Parts,8750,95,63,73,11,78,96,3663990,74.2,Medium
V0609,TechGlobal Solutions,Safety Equipment,Protective Clothing,7150,100,55,67,3,71,79,2481530,74.85,Medium
V0610,Elite Office Solutions,Office Supplies,Printer Paper,3400,41,80,69,1,75,97,4683893,68.55,Medium
V0611,ABC Raw Materials,Electrical Items,Electrical Components,18150,47,82,89,12,53,44,4146203,64.65,Medium
V0612,Digital Edge Suppliers,Raw Materials,Plastic Materials,11050,77,78,69,1,52,46,1291727,72.45,Medium
V0613,ABC Raw Materials,IT Equipment,Desktop Computers,222950,55,56,74,14,42,43,2219515,53.95,High
V0614,Prime Stationery Traders,Electrical Items,LED Lighting,11350,72,74,71,20,59,49,4114138,62.5,Medium
V0615,FutureNet Technologies,Office Supplies,Stationery,2700,75,48,49,3,53,49,1015417,59.65,High
V0616,FutureNet Technologies,Mechanical Parts,Industrial Components,15400,75,96,44,6,94,97,4840154,77.35,Medium
V0617,Alpha IT Systems,Furniture,Storage Cabinets,89100,95,49,54,1,45,82,4331323,65.3,Medium
V0618,FutureNet Technologies,IT Equipment,Network Equipment,167650,77,60,81,15,91,75,3785214,71.15,Medium
V0619,Elite Office Solutions,Logistics Services,Local Delivery,8500,45,94,51,14,96,71,2767875,67.15,Medium
V0620,Elite Office Solutions,Electrical Items,Electrical Cables,950,94,84,87,17,81,99,2846878,79.6,Medium
V0621,Alpha IT Systems,Mechanical Parts,Bearings,34050,92,47,92,10,43,48,2735856,66.75,Medium
V0622,Digital Edge Suppliers,Raw Materials,Metal Materials,60700,50,89,95,1,97,62,1970045,82.65,Low
V0623,Digital Edge Suppliers,Office Supplies,Files and Folders,650,83,100,46,12,78,49,2442702,74.55,Medium
V0624,Digital Edge Suppliers,Electrical Items,Switches and Sockets,6000,56,97,88,15,56,55,2080905,69.55,Medium
V0625,TechGlobal Solutions,Safety Equipment,Safety Helmets,3800,73,45,77,20,41,90,494342,53.1,High
V0626,ABC Raw Materials,IT Equipment,Printers,167350,72,92,92,14,70,82,3544354,76.4,Medium
V0627,OfficeMart Lanka,Mechanical Parts,Machine Components,37400,49,47,89,18,40,48,3847099,50.8,High
V0628,OfficeMart Lanka,Logistics Services,Warehouse Services,56150,43,64,73,2,73,70,2939293,64.95,Medium
V0629,FutureNet Technologies,Electrical Items,Circuit Breakers,8750,83,53,52,18,82,57,1427757,61.8,Medium
V0630,Elite Office Solutions,Logistics Services,Cargo Handling,113250,54,82,53,19,60,44,2466610,57.1,High
V0631,Lanka Industrial Suppliers,Office Supplies,Ink Cartridges,7850,49,81,98,17,67,77,4143465,67.0,Medium
V0632,FutureNet Technologies,Furniture,Meeting Tables,186400,95,44,63,1,66,95,3556232,70.05,Medium
V0633,Alpha IT Systems,Safety Equipment,Protective Gloves,2200,42,64,83,16,76,47,3273822,60.3,Medium
V0634,FutureNet Technologies,Office Supplies,Office Consumables,3350,91,93,50,6,83,68,847250,79.6,Medium
V0635,Alpha IT Systems,Office Supplies,Printer Paper,4400,45,100,45,12,76,93,307061,64.45,Medium
V0636,TechGlobal Solutions,Furniture,Office Furniture,50900,73,65,60,12,46,45,3740552,59.7,High
V0637,Alpha IT Systems,Mechanical Parts,Gears,23500,80,63,42,6,50,69,3531485,61.15,Medium
V0638,SmartTech Distributors,Electrical Items,Electrical Components,19250,85,47,69,6,63,76,4745228,66.4,Medium
V0639,TechGlobal Solutions,Electrical Items,LED Lighting,6950,97,69,85,2,80,81,1832200,83.5,Low
V0640,Lanka Industrial Suppliers,Mechanical Parts,Replacement Parts,44000,82,63,47,19,47,99,470774,55.55,High
V0641,Prime Stationery Traders,Office Supplies,Stationery,3850,47,89,61,18,78,92,4408048,62.8,Medium
V0642,Prime Stationery Traders,Safety Equipment,Safety Shoes,7550,83,52,57,8,97,82,1208476,70.55,Medium
V0643,OfficeMart Lanka,Safety Equipment,Fire Extinguishers,15350,50,63,84,1,68,81,4955837,68.15,Medium
V0644,TechGlobal Solutions,Furniture,Office Desks,101450,40,75,89,6,84,62,2583660,70.35,Medium
V0645,Prime Stationery Traders,Furniture,Office Chairs,53200,87,53,97,11,85,92,91565,75.9,Medium
V0646,Elite Office Solutions,Safety Equipment,Protective Clothing,17450,68,40,86,8,91,79,4285997,68.4,Medium
V0647,TechGlobal Solutions,Mechanical Parts,Industrial Components,118850,72,50,58,19,72,83,297949,57.0,High
V0648,Lanka Industrial Suppliers,Electrical Items,Electrical Cables,450,60,43,77,2,93,64,4683609,68.75,Medium
V0649,Alpha IT Systems,Furniture,Storage Cabinets,28900,42,80,58,15,53,47,3601214,55.2,High
V0650,TechGlobal Solutions,Mechanical Parts,Bearings,10500,79,68,67,0,91,55,1548020,78.35,Medium
V0651,Lanka Industrial Suppliers,Mechanical Parts,Machine Components,173900,82,86,50,11,49,98,1076554,66.3,Medium
V0652,Alpha IT Systems,Safety Equipment,Safety Helmets,5950,90,63,80,7,88,83,1255172,78.35,Medium
V0653,ABC Raw Materials,Mechanical Parts,Gears,74850,96,42,55,14,46,73,4836756,57.7,High
V0654,FutureNet Technologies,Raw Materials,Production Materials,84450,95,69,99,3,95,74,3569374,88.3,Low
V0655,Digital Edge Suppliers,IT Equipment,Computer Accessories,17300,88,44,96,1,65,40,2554913,74.7,Medium
V0656,FutureNet Technologies,Mechanical Parts,Replacement Parts,53050,82,74,64,2,84,82,298481,77.6,Medium
V0657,OfficeMart Lanka,Logistics Services,Transport Services,19050,98,69,92,16,40,62,4430708,70.15,Medium
V0658,OfficeMart Lanka,Furniture,Meeting Tables,186150,80,50,66,14,80,81,4296166,64.7,Medium
V0659,Digital Edge Suppliers,Office Supplies,Files and Folders,1000,46,48,57,0,42,44,3272805,53.3,High
V0660,ABC Raw Materials,Mechanical Parts,Industrial Components,72250,55,78,62,20,88,41,431434,63.25,Medium
V0661,TechGlobal Solutions,Safety Equipment,Protective Gloves,1900,99,99,94,16,98,81,2973413,89.9,Low
V0662,FutureNet Technologies,Office Supplies,Ink Cartridges,14450,86,64,83,10,76,92,2680805,74.3,Medium
V0663,Prime Stationery Traders,IT Equipment,Laptop Computers,187000,82,48,68,8,100,84,644936,72.1,Medium
V0664,Lanka Industrial Suppliers,Office Supplies,Office Consumables,2500,85,80,68,18,69,55,4258148,69.65,Medium
V0665,Prime Stationery Traders,Safety Equipment,Safety Shoes,16950,42,48,97,18,51,68,3572435,53.1,High
V0666,OfficeMart Lanka,Logistics Services,Freight Transportation,198700,66,48,58,2,44,74,2950748,57.9,High
V0667,TechGlobal Solutions,Raw Materials,Packaging Materials,5550,77,91,90,14,94,79,2528144,81.8,Low
V0668,Elite Office Solutions,Mechanical Parts,Bearings,43550,79,84,81,13,90,93,2590194,78.45,Medium
V0669,ABC Raw Materials,Raw Materials,Industrial Raw Materials,18950,74,61,70,6,60,71,1686471,66.75,Medium
V0670,Lanka Industrial Suppliers,Raw Materials,Plastic Materials,8100,90,49,99,12,48,56,4246215,68.15,Medium
V0671,Prime Stationery Traders,Furniture,Office Furniture,111750,50,95,95,7,78,97,2201916,77.35,Medium
V0672,TechGlobal Solutions,Electrical Items,Switches and Sockets,6550,86,81,54,14,69,70,908786,69.35,Medium
V0673,Elite Office Solutions,Electrical Items,Circuit Breakers,4800,81,40,90,16,76,66,2970825,65.45,Medium
V0674,Prime Stationery Traders,Safety Equipment,Fire Extinguishers,22150,77,79,88,17,42,98,1038610,66.5,Medium
V0675,Lanka Industrial Suppliers,Raw Materials,Metal Materials,30500,92,67,47,11,76,55,546331,68.85,Medium
V0676,Elite Office Solutions,Furniture,Office Desks,85350,51,57,52,4,74,81,88025,60.2,Medium
V0677,Lanka Industrial Suppliers,IT Equipment,Desktop Computers,208300,77,69,54,6,45,91,3186950,63.3,Medium
V0678,SmartTech Distributors,Mechanical Parts,Machine Components,104200,92,58,71,6,59,61,1796724,70.5,Medium
V0679,TechGlobal Solutions,IT Equipment,Network Equipment,28350,85,84,79,5,58,91,2593052,77.15,Medium
V0680,Prime Stationery Traders,Logistics Services,Local Delivery,31450,95,91,44,19,75,90,2465473,70.8,Medium
V0681,SmartTech Distributors,Logistics Services,Warehouse Services,70750,77,97,42,12,71,95,1046027,70.1,Medium
V0682,ABC Raw Materials,Furniture,Office Chairs,49400,55,92,100,10,91,63,3781000,79.95,Medium
V0683,ABC Raw Materials,Raw Materials,Production Materials,73750,76,71,70,6,68,93,3059052,71.35,Medium
V0684,Prime Stationery Traders,IT Equipment,Printers,182000,42,59,55,1,52,77,3432185,56.15,High
V0685,FutureNet Technologies,IT Equipment,Computer Accessories,9300,51,54,99,6,47,75,4591534,62.45,Medium
V0686,TechGlobal Solutions,Raw Materials,Packaging Materials,500,89,85,75,8,46,99,526561,73.7,Medium
V0687,FutureNet Technologies,Logistics Services,Cargo Handling,51700,56,82,84,5,84,67,376041,75.6,Medium
V0688,OfficeMart Lanka,Office Supplies,Printer Paper,4350,91,97,64,7,92,40,4327376,84.7,Low
V0689,SmartTech Distributors,Raw Materials,Industrial Raw Materials,26600,60,75,48,13,100,48,2945517,66.85,Medium
V0690,FutureNet Technologies,Raw Materials,Plastic Materials,4450,94,85,43,2,55,99,4697726,73.35,Medium
V0691,Lanka Industrial Suppliers,Safety Equipment,Protective Clothing,16350,99,50,71,15,92,74,941912,72.35,Medium
V0692,Alpha IT Systems,Safety Equipment,Safety Helmets,1950,96,82,43,4,95,64,1311876,80.1,Low
V0693,Lanka Industrial Suppliers,Electrical Items,Electrical Components,24400,75,69,77,1,40,78,1447721,68.9,Medium
V0694,Elite Office Solutions,IT Equipment,Laptop Computers,170400,63,62,44,15,92,98,4663338,60.95,Medium
V0695,OfficeMart Lanka,Office Supplies,Stationery,550,96,79,93,3,49,88,2378688,80.65,Low
V0696,Lanka Industrial Suppliers,Raw Materials,Metal Materials,84500,96,78,95,14,62,46,1777922,77.9,Medium
V0697,TechGlobal Solutions,Safety Equipment,Protective Gloves,4400,57,46,78,19,57,84,1276830,53.25,High
V0698,Alpha IT Systems,IT Equipment,Desktop Computers,128150,97,46,99,9,80,79,749174,77.05,Medium
V0699,Lanka Industrial Suppliers,Logistics Services,Transport Services,51350,80,45,58,13,73,90,842611,60.95,Medium
V0700,Alpha IT Systems,Furniture,Storage Cabinets,35800,90,89,81,0,46,58,2901657,80.15,Low
V0701,TechGlobal Solutions,Furniture,Meeting Tables,94600,42,43,57,19,78,52,3874981,48.75,High
V0702,ABC Raw Materials,Mechanical Parts,Gears,15300,69,60,63,8,94,43,2686707,69.65,Medium
V0703,SmartTech Distributors,Raw Materials,Production Materials,73550,92,52,71,13,40,66,3819995,61.7,Medium
V0704,TechGlobal Solutions,Furniture,Office Furniture,72250,55,60,60,8,53,89,560072,57.35,High
V0705,Elite Office Solutions,IT Equipment,Network Equipment,92100,87,54,86,5,84,47,1087749,76.75,Medium
V0706,OfficeMart Lanka,Safety Equipment,Safety Shoes,15650,84,93,63,5,88,89,380234,81.95,Low
V0707,TechGlobal Solutions,Safety Equipment,Fire Extinguishers,33450,84,85,90,9,81,97,3405984,81.95,Low
V0708,FutureNet Technologies,Safety Equipment,Protective Clothing,12600,67,89,75,19,90,59,97958,72.5,Medium
V0709,FutureNet Technologies,Electrical Items,LED Lighting,13850,86,46,89,7,82,67,2904509,73.7,Medium
V0710,Prime Stationery Traders,Furniture,Office Desks,79400,75,57,74,1,93,45,1006328,75.9,Medium
V0711,SmartTech Distributors,Safety Equipment,Safety Helmets,4000,64,40,49,1,41,87,741577,53.5,High
V0712,SmartTech Distributors,Safety Equipment,Protective Gloves,1950,79,61,41,5,91,71,140800,68.9,Medium
V0713,ABC Raw Materials,Mechanical Parts,Replacement Parts,2950,75,87,66,15,47,61,1609565,65.6,Medium
V0714,FutureNet Technologies,Office Supplies,Files and Folders,1150,80,66,51,9,91,53,315250,70.4,Medium
V0715,Digital Edge Suppliers,Furniture,Office Chairs,46250,73,70,68,18,41,50,673420,58.55,High
V0716,Elite Office Solutions,Mechanical Parts,Industrial Components,105100,72,61,80,9,48,42,2781549,64.35,Medium
V0717,FutureNet Technologies,Logistics Services,Freight Transportation,196600,69,71,53,11,100,99,4718875,70.1,Medium
V0718,TechGlobal Solutions,Furniture,Storage Cabinets,71950,86,42,48,20,76,54,2183086,56.8,High
V0719,TechGlobal Solutions,IT Equipment,Printers,119150,71,53,94,6,73,52,3204349,71.4,Medium
V0720,SmartTech Distributors,Furniture,Meeting Tables,149700,56,62,59,3,59,60,3082726,61.6,Medium
V0721,Elite Office Solutions,Furniture,Office Furniture,138550,51,66,58,6,58,81,1131455,59.45,High
V0722,OfficeMart Lanka,Mechanical Parts,Bearings,10500,85,75,51,13,80,43,3432016,69.7,Medium
V0723,FutureNet Technologies,Electrical Items,Electrical Cables,3050,45,90,45,12,58,82,2935369,58.35,High
V0724,Digital Edge Suppliers,Safety Equipment,Safety Shoes,10200,49,78,82,20,71,96,1989862,62.35,Medium
V0725,Alpha IT Systems,IT Equipment,Computer Accessories,16750,42,86,94,15,46,86,4872044,62.5,Medium
V0726,Elite Office Solutions,IT Equipment,Laptop Computers,151300,75,64,48,11,77,53,3860096,64.25,Medium
V0727,Alpha IT Systems,Safety Equipment,Fire Extinguishers,18750,43,56,53,4,73,52,662661,57.95,High
V0728,Alpha IT Systems,Office Supplies,Ink Cartridges,23000,43,64,70,17,56,84,249863,53.45,High
V0729,Digital Edge Suppliers,Electrical Items,Switches and Sockets,4250,59,50,93,7,87,90,783132,69.75,Medium
V0730,Elite Office Solutions,Office Supplies,Office Consumables,3400,97,69,59,20,88,53,2111028,70.9,Medium
V0731,Lanka Industrial Suppliers,Office Supplies,Printer Paper,4100,60,48,90,18,94,70,4628216,64.8,Medium
V0732,Digital Edge Suppliers,Raw Materials,Packaging Materials,4300,55,49,57,16,86,82,4195597,56.6,High
V0733,Alpha IT Systems,Office Supplies,Stationery,2750,66,54,92,6,48,62,345283,65.0,Medium
V0734,OfficeMart Lanka,Office Supplies,Files and Folders,1950,52,40,74,18,45,72,4605497,47.8,High
V0735,Elite Office Solutions,Raw Materials,Industrial Raw Materials,96200,64,93,52,20,58,78,1678433,61.25,Medium
V0736,Digital Edge Suppliers,Office Supplies,Ink Cartridges,28500,46,91,43,17,49,53,1036590,54.15,High
V0737,Alpha IT Systems,Safety Equipment,Protective Clothing,2600,80,54,81,1,90,97,1128552,77.2,Medium
V0738,SmartTech Distributors,Office Supplies,Office Consumables,2100,59,50,82,20,41,94,2227853,51.85,High
V0739,Alpha IT Systems,Logistics Services,Local Delivery,18600,97,72,42,14,57,57,4166507,65.05,Medium
V0740,FutureNet Technologies,Safety Equipment,Safety Helmets,8000,61,50,100,16,57,95,2194110,61.15,Medium
V0741,Alpha IT Systems,Electrical Items,Circuit Breakers,1850,86,55,69,7,86,55,4345172,72.75,Medium
V0742,Elite Office Solutions,Furniture,Office Desks,55650,64,60,97,0,71,94,4536335,74.6,Medium
V0743,Prime Stationery Traders,IT Equipment,Desktop Computers,212650,53,81,43,12,60,82,1642474,58.1,High
V0744,Prime Stationery Traders,Logistics Services,Warehouse Services,41250,71,90,85,17,92,87,1373311,77.15,Medium
V0745,SmartTech Distributors,Mechanical Parts,Machine Components,162150,81,56,65,16,78,92,1797775,64.85,Medium
